"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","x","y","actor","target_emotion"
"html-custom-grid-response","559","2889931","0.0-18.0-3.10","2241","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-44","56","F6","deciding"
"html-keyboard-response","560","2890943","0.0-18.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","561","2898167","0.0-18.0-1.11","","","","","","","","","","","","","",""
"image-keyboard-response","562","2898682","0.0-18.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","563","2900664","0.0-18.0-3.11","1788","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-30","-107","M2","desire"
"html-keyboard-response","564","2901669","0.0-18.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","565","2909559","0.0-18.0-1.12","","","","","","","","","","","","","",""
"image-keyboard-response","566","2910078","0.0-18.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","567","2911207","0.0-18.0-3.12","929","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","60","125","M4","affectionate"
"html-keyboard-response","568","2912214","0.0-18.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","569","2917762","0.0-18.0-1.13","","","","","","","","","","","","","",""
"image-keyboard-response","570","2918279","0.0-18.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","571","2919474","0.0-18.0-3.13","936","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","148","-3","M1","relaxed"
"html-keyboard-response","572","2920475","0.0-18.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","573","2926363","0.0-18.0-1.14","","","","","","","","","","","","","",""
"image-keyboard-response","574","2926875","0.0-18.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","575","2928845","0.0-18.0-3.14","1713","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-93","-33","M4","intrigued"
"html-keyboard-response","576","2929851","0.0-18.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","577","2936052","0.0-18.0-1.15","","","","","","","","","","","","","",""
"image-keyboard-response","578","2936558","0.0-18.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","579","2939953","0.0-18.0-3.15","3318","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","1","-75","F5","grateful"
"html-keyboard-response","580","2940971","0.0-18.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","581","2946631","0.0-18.0-1.16","","","","","","","","","","","","","",""
"image-keyboard-response","582","2947144","0.0-18.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","583","2947976","0.0-18.0-3.16","739","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","88","74","F5","amused"
"html-keyboard-response","584","2948981","0.0-18.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","585","2955968","0.0-18.0-1.17","","","","","","","","","","","","","",""
"image-keyboard-response","586","2956475","0.0-18.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","587","2959168","0.0-18.0-3.17","2461","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-23","37","F3","pensive"
"html-keyboard-response","588","2960175","0.0-18.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","589","2967296","0.0-18.0-1.18","","","","","","","","","","","","","",""
"image-keyboard-response","590","2967804","0.0-18.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","591","2968670","0.0-18.0-3.18","535","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-84","-49","M2","distrustful"
"html-keyboard-response","592","2969683","0.0-18.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","593","2976980","0.0-18.0-1.19","","","","","","","","","","","","","",""
"image-keyboard-response","594","2977487","0.0-18.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","595","2980319","0.0-18.0-3.19","2696","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-92","19","F3","sarcastic"
"html-keyboard-response","596","2981326","0.0-18.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","597","2987449","0.0-18.0-1.20","","","","","","","","","","","","","",""
"image-keyboard-response","598","2987960","0.0-18.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","599","2990376","0.0-18.0-3.20","1972","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-101","57","M1","ashamed"
"html-keyboard-response","600","2991384","0.0-18.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","601","2996859","0.0-18.0-1.21","","","","","","","","","","","","","",""
"image-keyboard-response","602","2997374","0.0-18.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","603","2999231","0.0-18.0-3.21","1642","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-1","32","M5","suspicious"
"html-keyboard-response","604","3000243","0.0-18.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","605","3008555","0.0-18.0-1.22","","","","","","","","","","","","","",""
"image-keyboard-response","606","3009066","0.0-18.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","607","3010852","0.0-18.0-3.22","1623","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-33","-96","M2","uneasy"
"html-keyboard-response","608","3011862","0.0-18.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","609","3019049","0.0-18.0-1.23","","","","","","","","","","","","","",""
"image-keyboard-response","610","3019562","0.0-18.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","611","3021800","0.0-18.0-3.23","1834","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-56","-65","F3","regretful"
"html-keyboard-response","612","3022804","0.0-18.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","613","3028655","0.0-18.0-1.24","","","","","","","","","","","","","",""
"image-keyboard-response","614","3029173","0.0-18.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","615","3031683","0.0-18.0-3.24","2394","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-96","12","F4","arrogant"
"html-keyboard-response","616","3032700","0.0-18.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","617","3039127","0.0-18.0-1.25","","","","","","","","","","","","","",""
"image-keyboard-response","618","3039641","0.0-18.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","619","3041622","0.0-18.0-3.25","1761","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-89","20","M3","impatient"
"html-keyboard-response","620","3042626","0.0-18.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","621","3048958","0.0-18.0-1.26","","","","","","","","","","","","","",""
"image-keyboard-response","622","3049470","0.0-18.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","623","3051314","0.0-18.0-3.26","1657","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","54","40","M3","grateful"
"html-keyboard-response","624","3052319","0.0-18.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","625","3058697","0.0-18.0-1.27","","","","","","","","","","","","","",""
"image-keyboard-response","626","3059217","0.0-18.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","627","3060117","0.0-18.0-3.27","738","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-108","-24","F8","horrified"
"html-keyboard-response","628","3061118","0.0-18.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","629","3068371","0.0-18.0-1.28","","","","","","","","","","","","","",""
"image-keyboard-response","630","3068881","0.0-18.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","631","3070177","0.0-18.0-3.28","1069","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-135","123","M1","upset"
"html-keyboard-response","632","3071184","0.0-18.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","633","3077474","0.0-18.0-1.29","","","","","","","","","","","","","",""
"image-keyboard-response","634","3077981","0.0-18.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","635","3080130","0.0-18.0-3.29","1907","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","106","-18","F2","relaxed"
"html-keyboard-response","636","3081133","0.0-19.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","637","3086564","0.0-19.0-1.0","","","","","","","","","","","","","",""
"image-keyboard-response","638","3087078","0.0-19.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response-ac","639","3089818","0.0-19.0-3.0","2340","If you are paying attention, please click anywhere in the <span style='color: #ff0000;'><strong>bottom left quadrant</strong></span>.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","attention-check","","","-100","-77","M6","indifferent"
"html-keyboard-response","640","3090825","0.0-21.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","641","3097177","0.0-21.0-1.0","","","","","","","","","","","","","",""
"image-keyboard-response","642","3097684","0.0-21.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","643","3099662","0.0-21.0-3.0","1382","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-60","23","M5","embarrassed"
"html-keyboard-response","644","3100664","0.0-21.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","645","3107235","0.0-21.0-1.1","","","","","","","","","","","","","",""
"image-keyboard-response","646","3107753","0.0-21.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","647","3109781","0.0-21.0-3.1","1865","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-50","-102","M2","cautious"
"html-keyboard-response","648","3110790","0.0-21.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","649","3117155","0.0-21.0-1.2","","","","","","","","","","","","","",""
"image-keyboard-response","650","3117670","0.0-21.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","651","3119013","0.0-21.0-3.2","1232","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-108","-41","F7","uneasy"
"html-keyboard-response","652","3120023","0.0-21.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","653","3126618","0.0-21.0-1.3","","","","","","","","","","","","","",""
"image-keyboard-response","654","3127127","0.0-21.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","655","3132212","0.0-21.0-3.3","4904","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","16","-131","M2","thoughtful"
"html-keyboard-response","656","3133228","0.0-21.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","657","3139523","0.0-21.0-1.4","","","","","","","","","","","","","",""
"image-keyboard-response","658","3140036","0.0-21.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","659","3153497","0.0-21.0-3.4","13198","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-23","5","M1","disappointed"
"html-keyboard-response","660","3154509","0.0-21.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","661","3160731","0.0-21.0-1.5","","","","","","","","","","","","","",""
"image-keyboard-response","662","3161248","0.0-21.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","663","3163703","0.0-21.0-3.5","2340","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-13","-89","M3","offended"
"html-keyboard-response","664","3164705","0.0-21.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","665","3171673","0.0-21.0-1.6","","","","","","","","","","","","","",""
"image-keyboard-response","666","3172185","0.0-21.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","667","3184310","0.0-21.0-3.6","11435","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-86","-50","M2","defiant"
"html-keyboard-response","668","3185314","0.0-21.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","669","3191671","0.0-21.0-1.7","","","","","","","","","","","","","",""
"image-keyboard-response","670","3192184","0.0-21.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","671","3193567","0.0-21.0-3.7","1315","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-49","-78","F8","decisive"
"html-keyboard-response","672","3194574","0.0-21.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","673","3201159","0.0-21.0-1.8","","","","","","","","","","","","","",""
"image-keyboard-response","674","3201672","0.0-21.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","675","3202911","0.0-21.0-3.8","986","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-124","130","F7","anxious"
"html-keyboard-response","676","3203917","0.0-21.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","677","3211241","0.0-21.0-1.9","","","","","","","","","","","","","",""
"image-keyboard-response","678","3211753","0.0-21.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","679","3220214","0.0-21.0-3.9","8371","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","1","115","M2","insisting"
"html-keyboard-response","680","3221218","0.0-21.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","681","3227031","0.0-21.0-1.10","","","","","","","","","","","","","",""
"image-keyboard-response","682","3227542","0.0-21.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","683","3230262","0.0-21.0-3.10","2372","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-2","-117","M6","satisfied"
"html-keyboard-response","684","3231273","0.0-21.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","685","3237504","0.0-21.0-1.11","","","","","","","","","","","","","",""
"image-keyboard-response","686","3238018","0.0-21.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","687","3240922","0.0-21.0-3.11","2731","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-16","-118","M1","deciding"
"html-keyboard-response","688","3241927","0.0-21.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","689","3248997","0.0-21.0-1.12","","","","","","","","","","","","","",""
"image-keyboard-response","690","3249506","0.0-21.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","691","3253979","0.0-21.0-3.12","868","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-91","-3","F6","sympathetic"
"html-keyboard-response","692","3254986","0.0-21.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","693","3261878","0.0-21.0-1.13","","","","","","","","","","","","","",""
"image-keyboard-response","694","3262388","0.0-21.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","695","3263223","0.0-21.0-3.13","452","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-98","115","M4","anxious"
"html-keyboard-response","696","3264236","0.0-21.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","697","3269362","0.0-21.0-1.14","","","","","","","","","","","","","",""
"image-keyboard-response","698","3269881","0.0-21.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","699","3271327","0.0-21.0-3.14","1219","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-2","84","M2","joking"
"html-keyboard-response","700","3272336","0.0-21.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","701","3278710","0.0-21.0-1.15","","","","","","","","","","","","","",""
"image-keyboard-response","702","3279219","0.0-21.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","703","3282536","0.0-21.0-3.15","3044","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-93","-85","F4","flustered"
"html-keyboard-response","704","3283539","0.0-21.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","705","3289821","0.0-21.0-1.16","","","","","","","","","","","","","",""
"image-keyboard-response","706","3290336","0.0-21.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","707","3297393","0.0-21.0-3.16","6838","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-32","-82","F7","dispirited"
"html-keyboard-response","708","3298397","0.0-21.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","709","3306263","0.0-21.0-1.17","","","","","","","","","","","","","",""
"image-keyboard-response","710","3306774","0.0-21.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","711","3307743","0.0-21.0-3.17","520","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-108","61","M4","tentative"
"html-keyboard-response","712","3308750","0.0-21.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","713","3315779","0.0-21.0-1.18","","","","","","","","","","","","","",""
"image-keyboard-response","714","3316288","0.0-21.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","715","3317075","0.0-21.0-3.18","549","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","123","55","F6","flirtatious"
"html-keyboard-response","716","3318078","0.0-21.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","717","3324477","0.0-21.0-1.19","","","","","","","","","","","","","",""
"image-keyboard-response","718","3324985","0.0-21.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","719","3327647","0.0-21.0-3.19","2044","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-37","-32","F5","perplexed"
"html-keyboard-response","720","3328657","0.0-21.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","721","3334985","0.0-21.0-1.20","","","","","","","","","","","","","",""
"image-keyboard-response","722","3335501","0.0-21.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","723","3336369","0.0-21.0-3.20","479","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-84","35","F3","alarmed"
"html-keyboard-response","724","3337378","0.0-21.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","725","3344142","0.0-21.0-1.21","","","","","","","","","","","","","",""
"image-keyboard-response","726","3344650","0.0-21.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","727","3346163","0.0-21.0-3.21","1361","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-142","141","F6","terrified"
"html-keyboard-response","728","3347179","0.0-21.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","729","3353337","0.0-21.0-1.22","","","","","","","","","","","","","",""
"image-keyboard-response","730","3353848","0.0-21.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","731","3356803","0.0-21.0-3.22","2768","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-13","82","M3","sympathetic"
"html-keyboard-response","732","3357816","0.0-21.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","733","3365172","0.0-21.0-1.23","","","","","","","","","","","","","",""
"image-keyboard-response","734","3365682","0.0-21.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","735","3368684","0.0-21.0-3.23","2383","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","93","1","F6","comforting"
"html-keyboard-response","736","3369688","0.0-21.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","737","3375114","0.0-21.0-1.24","","","","","","","","","","","","","",""
"image-keyboard-response","738","3375625","0.0-21.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","739","3379073","0.0-21.0-3.24","3004","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","92","35","F2","interested"
"html-keyboard-response","740","3380088","0.0-21.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","741","3387262","0.0-21.0-1.25","","","","","","","","","","","","","",""
"image-keyboard-response","742","3387770","0.0-21.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","743","3391017","0.0-21.0-3.25","3121","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","1","73","M2","entertained"
"html-keyboard-response","744","3392032","0.0-21.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","745","3398645","0.0-21.0-1.26","","","","","","","","","","","","","",""
"image-keyboard-response","746","3399152","0.0-21.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","747","3405371","0.0-21.0-3.26","5956","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","1","-141","M6","convinced"
"html-keyboard-response","748","3406387","0.0-21.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","749","3413450","0.0-21.0-1.27","","","","","","","","","","","","","",""
"image-keyboard-response","750","3413964","0.0-21.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","751","3419321","0.0-21.0-3.27","4595","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-18","-66","M6","anticipating"
"html-keyboard-response","752","3420330","0.0-21.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","753","3426425","0.0-21.0-1.28","","","","","","","","","","","","","",""
