"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","trial","responses","view_history","x","y","actor","target_emotion"
"html-custom-grid-response","501","2374634","0.0-14.0-3.70","2467","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","48","13","",""
"html-keyboard-response","502","2375638","0.0-14.0-0.71","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","503","2380907","0.0-14.0-1.71","","","","","","","","","","","",""
"image-keyboard-response","504","2381421","0.0-14.0-2.71","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","505","2387824","0.0-14.0-3.71","5349.300000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","58","66","",""
"html-keyboard-response","506","2388833","0.0-14.0-0.72","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","507","2393986","0.0-14.0-1.72","","","","","","","","","","","",""
"image-keyboard-response","508","2394495","0.0-14.0-2.72","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","509","2397238","0.0-14.0-3.72","1878.800000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-36","-14","",""
"html-keyboard-response","510","2398248","0.0-14.0-0.73","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","511","2403474","0.0-14.0-1.73","","","","","","","","","","","",""
"image-keyboard-response","512","2403977","0.0-14.0-2.73","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","513","2411741","0.0-14.0-3.73","3199.400000035763","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-72","60","",""
"html-keyboard-response","514","2412753","0.0-14.0-0.74","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","515","2417342","0.0-14.0-1.74","","","","","","","","","","","",""
"image-keyboard-response","516","2417845","0.0-14.0-2.74","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","517","2421503","0.0-14.0-3.74","3216.600000023842","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","137","111","",""
"html-keyboard-response","518","2422513","0.0-14.0-0.75","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","519","2427835","0.0-14.0-1.75","","","","","","","","","","","",""
"image-keyboard-response","520","2428340","0.0-14.0-2.75","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","521","2435298","0.0-14.0-3.75","5531.800000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","62","73","",""
"html-keyboard-response","522","2436309","0.0-14.0-0.76","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","523","2441735","0.0-14.0-1.76","","","","","","","","","","","",""
"image-keyboard-response","524","2442247","0.0-14.0-2.76","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","525","2443633","0.0-14.0-3.76","1179.3999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","119","81","",""
"html-keyboard-response","526","2444636","0.0-14.0-0.77","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","527","2449682","0.0-14.0-1.77","","","","","","","","","","","",""
"image-keyboard-response","528","2450186","0.0-14.0-2.77","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","529","2451854","0.0-14.0-3.77","1406","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","67","37","",""
"html-keyboard-response","530","2452866","0.0-14.0-0.78","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","531","2458134","0.0-14.0-1.78","","","","","","","","","","","",""
"image-keyboard-response","532","2458650","0.0-14.0-2.78","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","533","2463608","0.0-14.0-3.78","4876.299999952316","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","47","-26","",""
"html-keyboard-response","534","2464609","0.0-14.0-0.79","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","535","2469749","0.0-14.0-1.79","","","","","","","","","","","",""
"image-keyboard-response","536","2470254","0.0-14.0-2.79","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","537","2473297","0.0-14.0-3.79","2497.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-10","49","",""
"html-keyboard-response","538","2474307","0.0-14.0-0.80","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","539","2479361","0.0-14.0-1.80","","","","","","","","","","","",""
"image-keyboard-response","540","2479874","0.0-14.0-2.80","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","541","2482703","0.0-14.0-3.80","2413.899999976158","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","76","37","",""
"html-keyboard-response","542","2483714","0.0-14.0-0.81","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","543","2488662","0.0-14.0-1.81","","","","","","","","","","","",""
"image-keyboard-response","544","2489166","0.0-14.0-2.81","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","545","2490548","0.0-14.0-3.81","1032.6000000238419","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","68","62","",""
"html-keyboard-response","546","2491561","0.0-14.0-0.82","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","547","2496415","0.0-14.0-1.82","","","","","","","","","","","",""
"image-keyboard-response","548","2496928","0.0-14.0-2.82","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","549","2500003","0.0-14.0-3.82","2840.199999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-78","-76","",""
"html-keyboard-response","550","2501011","0.0-14.0-0.83","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","551","2505330","0.0-14.0-1.83","","","","","","","","","","","",""
"image-keyboard-response","552","2505836","0.0-14.0-2.83","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","553","2507144","0.0-14.0-3.83","1077.800000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","75","60","",""
"html-keyboard-response","554","2508160","0.0-14.0-0.84","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","555","2513172","0.0-14.0-1.84","","","","","","","","","","","",""
"image-keyboard-response","556","2513687","0.0-14.0-2.84","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","557","2515496","0.0-14.0-3.84","1599.0999999642372","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","94","75","",""
"html-keyboard-response","558","2516514","0.0-14.0-0.85","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","559","2521743","0.0-14.0-1.85","","","","","","","","","","","",""
"image-keyboard-response","560","2522252","0.0-14.0-2.85","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","561","2523341","0.0-14.0-3.85","832.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","44","69","",""
"html-keyboard-response","562","2524344","0.0-14.0-0.86","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","563","2529601","0.0-14.0-1.86","","","","","","","","","","","",""
"image-keyboard-response","564","2530115","0.0-14.0-2.86","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","565","2531472","0.0-14.0-3.86","754.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-78","-67","",""
"html-keyboard-response","566","2532482","0.0-14.0-0.87","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","567","2537015","0.0-14.0-1.87","","","","","","","","","","","",""
"image-keyboard-response","568","2537518","0.0-14.0-2.87","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","569","2538732","0.0-14.0-3.87","883.6999999880791","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-28","23","",""
"html-keyboard-response","570","2539742","0.0-14.0-0.88","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","571","2545109","0.0-14.0-1.88","","","","","","","","","","","",""
"image-keyboard-response","572","2545624","0.0-14.0-2.88","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","573","2548393","0.0-14.0-3.88","2634.399999976158","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","84","84","",""
